,Unnamed: 0,id,time,rating,comment
15015,1026,ccOVk-FV2D4qhVXObofs1Q,2023-01-19,3 star rating,Order and an everything bagel with lox and capers. It was good but not $17 good. The staff was friendly the eating area was clean. Good bagel but overpriced.
15028,1039,Kks8q-ASmES11UNpmJ82zA,2022-08-27,2 star rating,"If you're not secreting yourself into PDT, please don't bother sampling these overpriced dogs. You're better off glizzy gobbling a dirty water dog or a gray's papaya. Skip it."
15038,1049,ccOVk-FV2D4qhVXObofs1Q,2022-08-27,2 star rating,"If you're not secreting yourself into PDT, please don't bother sampling these overpriced dogs. You're better off glizzy gobbling a dirty water dog or a gray's papaya. Skip it."
15048,1059,Kks8q-ASmES11UNpmJ82zA,2022-08-27,2 star rating,"If you're not secreting yourself into PDT, please don't bother sampling these overpriced dogs. You're better off glizzy gobbling a dirty water dog or a gray's papaya. Skip it."
15273,1284,5Uo_a_Kl53O_yKglSR5nBA,2022-08-28,4 star rating,"We ordered takeout for lunch: the three roll lunch special and the salmon teriyaki bento box lunch special.For the three roll special, we got 2 spicy scallop rolls and 1 snowcrab avocado. The spicy scallop rolls were overcooked, and since they were diced it was hard to taste the scallop flavor. The snowcrab avocado tasted clean and had good texture.We also ordered the salmon teriyaki bento with side salad and crazy roll. It came with rice and orange slices. The lunch price was extremely affordable for the portion size. The salmon piece was thin and slightly overcooked, and the teriyaki sauce was a little salty. The crazy roll was large, and the salad was a standard green mix with house dressing. I would order the bento again, but with a different protein."
15503,1514,IIuiPxzFNi8vrZuDxa-Taw,2022-07-06,3 star rating,"I paid $10 for a dirty chai here (I know NYC is expensive ) but unfortunately my drink just did not hit. It was bitter and not creamy unfortunately. Would come back when they have their ice cream drinks in stock but never for a chai. Service was also meh, it seemed like they didn't care we were there while giving utmost attention to their other customers..."
15512,1523,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15512,1523,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15512,1523,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15522,1533,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15522,1533,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15522,1533,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15532,1543,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15532,1543,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15532,1543,wE3_AwZoZ0ZXbngBH1xRrg,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15542,1553,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15542,1553,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15542,1553,01cAFjVfryumdxZCs-QG-A,2023-02-11,1 star rating,"The place doesn't meet health codes.  Staff don't use gloves, hair caps, and nails on the individual are dirty. Flies in areas and pastries are not covered and are open for contamination. Garbage container inside overflow.  No Grade posting. The health department inspector went there and their findings also showed what I saw as well and still, it continues. If I can give a zero I would. Some of my friends have even been food poisoned. Stay away!"
15642,1653,fJbGp0s_Ld3c0oHa1awjfg,2022-06-24,4 star rating,Friendly restaurant with Latin/Spanish 'blend' of foods. Can be busy. Outdoor seating available One of the local LIC restaurants offering good value & clean food.
15770,1781,BYKqlvwqYw9UTQcctMg4Ag,2022-03-29,1 star rating,"While the Broadway sings Queen concert was very good the manager was EXTREMELY RUDE embarrassing my friends and myself claiming there was a $25 minimum. Nowhere on the cutting room website does it say anything about this requirement - it clearly states - ""Whether you're looking to catch a great night of live music or just cozy up to a 30-foot guitar and grab a drink, we're here for you."" As stated we were here for the great night of music which unfortunately was spoiled by this very rude person."
15874,1885,pTZp1Lhdptd9b2HnIej6dg,2022-01-03,5 star rating,"Had dinner at The Flatiron Room awhile back with my boyfriend. We ordered some shishito peppers and shared the steak frites. Both were phenomenal! I'm pretty sure my boyfriend dislikes shishito peppers or vegetables in general but he ordered it because he knows I enjoy them and even he thought the peppers were delicious! It came with sea salt and it was charred to perfection. The steak frites were soft, tender and delivered medium rare. The truffle fries were also drool worthy.He ordered a whiskey drink and I ordered a dirty martini. The cocktails here are also GREAT. If you're in the mood for amazing cocktails and good vibes, i definitely recommend you give Flatiron Room a try!"
16277,2288,_9nTH50K42Yme41Ue1SKRQ,2022-09-06,5 star rating,"Friendly service, classy clean but rustic atmosphere. The place feels very clean and very authentic. Everyone is so friendly here. The side dishes were very freash and tasty full of authentic flavors. The seafood pancake or hae mool pajun is SO GOOD. It's crispy chewy and flavorful. It's massive so it can get filling, we had to hold back from getting too full. The spicy pork bone, potato & vegetables casserole was so good. It's a little spicy but it's cooked over the stove while being served so it stays warm. They also restock the soup base for you so it's alot of food. Comes with a side of rice. Very homey feel and food is so comforting. Def try!"
16277,2288,_9nTH50K42Yme41Ue1SKRQ,2022-09-06,5 star rating,"Friendly service, classy clean but rustic atmosphere. The place feels very clean and very authentic. Everyone is so friendly here. The side dishes were very freash and tasty full of authentic flavors. The seafood pancake or hae mool pajun is SO GOOD. It's crispy chewy and flavorful. It's massive so it can get filling, we had to hold back from getting too full. The spicy pork bone, potato & vegetables casserole was so good. It's a little spicy but it's cooked over the stove while being served so it stays warm. They also restock the soup base for you so it's alot of food. Comes with a side of rice. Very homey feel and food is so comforting. Def try!"
16302,2313,_9nTH50K42Yme41Ue1SKRQ,2022-02-28,5 star rating,"I can't remember if I've been to this place in the past. It looks familiar but I'll have to stop by since the sandwiches I ordered were so good. It's a modern take on Vietnamese sandwiches packaged with love. I love Vietnamese cuisine! I ordered the Banh Mi Dax Biet and Banh Mi Thit Heo Nuong. They're both really good. I prefer the grilled pork one I had (Banh Mi Thit Heo Nuong) more but that's just my preference, I like most meats grilled. The one I had tasted smoky good. I love how they wrapped it in clean newspaper looking parchment paper. It was sooo perfect and cute. Love how they sliced the sandwiches in half. Perfect for taking to work or buying for your kids for school etc. perfect to go food. Pickled veggies are spot on too still kept some of the traditional Vietnamese ingredients and put a modern twist on the sandwiches."
16312,2323,Hm69skfQVxxToBm_VeZuVg,2022-02-28,5 star rating,"I can't remember if I've been to this place in the past. It looks familiar but I'll have to stop by since the sandwiches I ordered were so good. It's a modern take on Vietnamese sandwiches packaged with love. I love Vietnamese cuisine! I ordered the Banh Mi Dax Biet and Banh Mi Thit Heo Nuong. They're both really good. I prefer the grilled pork one I had (Banh Mi Thit Heo Nuong) more but that's just my preference, I like most meats grilled. The one I had tasted smoky good. I love how they wrapped it in clean newspaper looking parchment paper. It was sooo perfect and cute. Love how they sliced the sandwiches in half. Perfect for taking to work or buying for your kids for school etc. perfect to go food. Pickled veggies are spot on too still kept some of the traditional Vietnamese ingredients and put a modern twist on the sandwiches."
16322,2333,6wik3tA4cRw7NA9KvNHidw,2022-02-28,5 star rating,"I can't remember if I've been to this place in the past. It looks familiar but I'll have to stop by since the sandwiches I ordered were so good. It's a modern take on Vietnamese sandwiches packaged with love. I love Vietnamese cuisine! I ordered the Banh Mi Dax Biet and Banh Mi Thit Heo Nuong. They're both really good. I prefer the grilled pork one I had (Banh Mi Thit Heo Nuong) more but that's just my preference, I like most meats grilled. The one I had tasted smoky good. I love how they wrapped it in clean newspaper looking parchment paper. It was sooo perfect and cute. Love how they sliced the sandwiches in half. Perfect for taking to work or buying for your kids for school etc. perfect to go food. Pickled veggies are spot on too still kept some of the traditional Vietnamese ingredients and put a modern twist on the sandwiches."
16332,2343,N-T9SPVMkAynCOCVm0OgPA,2022-02-28,5 star rating,"I can't remember if I've been to this place in the past. It looks familiar but I'll have to stop by since the sandwiches I ordered were so good. It's a modern take on Vietnamese sandwiches packaged with love. I love Vietnamese cuisine! I ordered the Banh Mi Dax Biet and Banh Mi Thit Heo Nuong. They're both really good. I prefer the grilled pork one I had (Banh Mi Thit Heo Nuong) more but that's just my preference, I like most meats grilled. The one I had tasted smoky good. I love how they wrapped it in clean newspaper looking parchment paper. It was sooo perfect and cute. Love how they sliced the sandwiches in half. Perfect for taking to work or buying for your kids for school etc. perfect to go food. Pickled veggies are spot on too still kept some of the traditional Vietnamese ingredients and put a modern twist on the sandwiches."
16436,2447,HsFv6pTnpIGya6Yf5ztn_g,2022-07-24,1 star rating,"We have had a room here for 4 days and have tried to use the pool. We can never get. A lounge chair becuase they are ""reserved"" they are reserved for ppl to buy, not for hotel guest. they do not tell you this before while your booking. The service  is trash. Absolutely rude. It's mind blowing.."
16441,2452,HsFv6pTnpIGya6Yf5ztn_g,2022-01-22,2 star rating,"This was a fun place to stay for a weekend, but there are some things we wish we had known in advance, some things we should have been told at check-in, and some things I would like to share so that other visitors can be better informed and prepared.We were not aware in advance that this hotel has a vaccination requirement, even to enter the building. This, for us, was a nice surprise that made our travel feel a little safer, but the point is that it should not have been a surprise upon arrival. There was also a lack of information at check-in: I had to specifically ask for a parking voucher (because I knew in advance about that amenity) and had to call back later for the Wi-Fi password (which was pretty slow). I was not informed of the $400 security fee and was shocked to see a (pending) credit card charge DOUBLE the confirmation email's price. I think perhaps they may have been training new staff personnel, though, so hopefully that will get better.My sister could not check-in to her room early despite having called in advance to request it (if possible) due to our planned arrival before her hair appointment for her birthday, and yet my room WAS ready when we got there, so clearly it was possible...that was a bit disappointing and delayed our day a little bit, but we understand it was not guaranteed.Beware, there are no coffee machines in the rooms and the free coffee/tea service in the lobby ends at 9am! (Again, it would have been nice to hear about that at check-in.) We did ask the restaurant for hot water so we could make tea (that we brought from home), but that was a little awkward.As for the room itself, the mattress was a bit too firm for me, not every room has a desk as advertised, and the wall of windows causes poor insulation (the room got way too hot when the sun was beating down through them, and then got way too cold when the sun went down and the howling wind picked up). We really appreciated that the hotel provided a sound machine in each room - not just to drown out the noisy wind, but also the street noise (garbage trucks in the middle of the night?), and the partying neighbors/hallway passersby. The casting feature on the TV made it very easy to sign-in and play a movie or show from any of our own streaming services, which was convenient and helpful. The open-layout shower without a door or curtain made for a very cold (heat escapes too easily to the high ceiling and right out the open doorway) and messy (water splashes EVERYWHERE) shower without any privacy (it really just needed one more row of frosted glass for the average-height person).All of that said, we loved the live jazz music in the lobby/bar area, enjoyed the beautiful architecture and decoration, and the views are amazing, especially from the night club inside an old water tower on the top floor! We visited in winter, so couldn't enjoy the rooftop pool, but I'm sure that's great as well. (visited 1/8/22)"
16446,2457,v7hwkFxrz2pORrT9Fiiovw,2022-07-24,1 star rating,"We have had a room here for 4 days and have tried to use the pool. We can never get. A lounge chair becuase they are ""reserved"" they are reserved for ppl to buy, not for hotel guest. they do not tell you this before while your booking. The service  is trash. Absolutely rude. It's mind blowing.."
16451,2462,v7hwkFxrz2pORrT9Fiiovw,2022-01-22,2 star rating,"This was a fun place to stay for a weekend, but there are some things we wish we had known in advance, some things we should have been told at check-in, and some things I would like to share so that other visitors can be better informed and prepared.We were not aware in advance that this hotel has a vaccination requirement, even to enter the building. This, for us, was a nice surprise that made our travel feel a little safer, but the point is that it should not have been a surprise upon arrival. There was also a lack of information at check-in: I had to specifically ask for a parking voucher (because I knew in advance about that amenity) and had to call back later for the Wi-Fi password (which was pretty slow). I was not informed of the $400 security fee and was shocked to see a (pending) credit card charge DOUBLE the confirmation email's price. I think perhaps they may have been training new staff personnel, though, so hopefully that will get better.My sister could not check-in to her room early despite having called in advance to request it (if possible) due to our planned arrival before her hair appointment for her birthday, and yet my room WAS ready when we got there, so clearly it was possible...that was a bit disappointing and delayed our day a little bit, but we understand it was not guaranteed.Beware, there are no coffee machines in the rooms and the free coffee/tea service in the lobby ends at 9am! (Again, it would have been nice to hear about that at check-in.) We did ask the restaurant for hot water so we could make tea (that we brought from home), but that was a little awkward.As for the room itself, the mattress was a bit too firm for me, not every room has a desk as advertised, and the wall of windows causes poor insulation (the room got way too hot when the sun was beating down through them, and then got way too cold when the sun went down and the howling wind picked up). We really appreciated that the hotel provided a sound machine in each room - not just to drown out the noisy wind, but also the street noise (garbage trucks in the middle of the night?), and the partying neighbors/hallway passersby. The casting feature on the TV made it very easy to sign-in and play a movie or show from any of our own streaming services, which was convenient and helpful. The open-layout shower without a door or curtain made for a very cold (heat escapes too easily to the high ceiling and right out the open doorway) and messy (water splashes EVERYWHERE) shower without any privacy (it really just needed one more row of frosted glass for the average-height person).All of that said, we loved the live jazz music in the lobby/bar area, enjoyed the beautiful architecture and decoration, and the views are amazing, especially from the night club inside an old water tower on the top floor! We visited in winter, so couldn't enjoy the rooftop pool, but I'm sure that's great as well. (visited 1/8/22)"
16456,2467,fXOYnl3ik_8n_tAoOjiDIw,2022-07-24,1 star rating,"We have had a room here for 4 days and have tried to use the pool. We can never get. A lounge chair becuase they are ""reserved"" they are reserved for ppl to buy, not for hotel guest. they do not tell you this before while your booking. The service  is trash. Absolutely rude. It's mind blowing.."
16461,2472,fXOYnl3ik_8n_tAoOjiDIw,2022-01-22,2 star rating,"This was a fun place to stay for a weekend, but there are some things we wish we had known in advance, some things we should have been told at check-in, and some things I would like to share so that other visitors can be better informed and prepared.We were not aware in advance that this hotel has a vaccination requirement, even to enter the building. This, for us, was a nice surprise that made our travel feel a little safer, but the point is that it should not have been a surprise upon arrival. There was also a lack of information at check-in: I had to specifically ask for a parking voucher (because I knew in advance about that amenity) and had to call back later for the Wi-Fi password (which was pretty slow). I was not informed of the $400 security fee and was shocked to see a (pending) credit card charge DOUBLE the confirmation email's price. I think perhaps they may have been training new staff personnel, though, so hopefully that will get better.My sister could not check-in to her room early despite having called in advance to request it (if possible) due to our planned arrival before her hair appointment for her birthday, and yet my room WAS ready when we got there, so clearly it was possible...that was a bit disappointing and delayed our day a little bit, but we understand it was not guaranteed.Beware, there are no coffee machines in the rooms and the free coffee/tea service in the lobby ends at 9am! (Again, it would have been nice to hear about that at check-in.) We did ask the restaurant for hot water so we could make tea (that we brought from home), but that was a little awkward.As for the room itself, the mattress was a bit too firm for me, not every room has a desk as advertised, and the wall of windows causes poor insulation (the room got way too hot when the sun was beating down through them, and then got way too cold when the sun went down and the howling wind picked up). We really appreciated that the hotel provided a sound machine in each room - not just to drown out the noisy wind, but also the street noise (garbage trucks in the middle of the night?), and the partying neighbors/hallway passersby. The casting feature on the TV made it very easy to sign-in and play a movie or show from any of our own streaming services, which was convenient and helpful. The open-layout shower without a door or curtain made for a very cold (heat escapes too easily to the high ceiling and right out the open doorway) and messy (water splashes EVERYWHERE) shower without any privacy (it really just needed one more row of frosted glass for the average-height person).All of that said, we loved the live jazz music in the lobby/bar area, enjoyed the beautiful architecture and decoration, and the views are amazing, especially from the night club inside an old water tower on the top floor! We visited in winter, so couldn't enjoy the rooftop pool, but I'm sure that's great as well. (visited 1/8/22)"
16570,105,s87VovckLhD3jVwGFeK3UQ,2022-11-21,1 star rating,"DO NOT EAT HERE, do not give your money to a man that treats his employees like trash"
16752,287,XT0XmtTsZ0s2zBtFBxrRfA,2022-12-23,5 star rating,"Hawa made our day... great service and nice people. Place is small but very clean, well staffed and well stocked."
16774,309,aGicmcoSF0mJp5zJPSOL7Q,2022-02-02,2 star rating,"This is one neighbor you don't want to have. Staff doesn't bother bagging trash or collapsing cardboard, it's just dumped on the sidewalk. The neighborhood is already stressed with street rubbish, and these guys make it worse. Attempted to engage with the manager on duty, no improvement at all."
16782,317,XT0XmtTsZ0s2zBtFBxrRfA,2022-12-23,5 star rating,"Hawa made our day... great service and nice people. Place is small but very clean, well staffed and well stocked."
16804,339,aGicmcoSF0mJp5zJPSOL7Q,2022-02-02,2 star rating,"This is one neighbor you don't want to have. Staff doesn't bother bagging trash or collapsing cardboard, it's just dumped on the sidewalk. The neighborhood is already stressed with street rubbish, and these guys make it worse. Attempted to engage with the manager on duty, no improvement at all."
16812,347,XT0XmtTsZ0s2zBtFBxrRfA,2022-12-23,5 star rating,"Hawa made our day... great service and nice people. Place is small but very clean, well staffed and well stocked."
16834,369,aGicmcoSF0mJp5zJPSOL7Q,2022-02-02,2 star rating,"This is one neighbor you don't want to have. Staff doesn't bother bagging trash or collapsing cardboard, it's just dumped on the sidewalk. The neighborhood is already stressed with street rubbish, and these guys make it worse. Attempted to engage with the manager on duty, no improvement at all."
16851,386,j2TH9bdDhRVI3klRXsWu6w,2022-04-24,5 star rating,"Didn't have reservations but was seated right away in private room which was very nice and peacefully quiet for conversation. Everything looked clean, real roses and candle at the table. Easy to find parking. Food was DELICIOUS. Wish I lived closer than an hour away. Would go back again!!"
16914,449,Q4WZzRcHCXH5-fh08XARqw,2022-08-26,2 star rating,"Insect flies buzzed all over the place; lots of loud men sitting around talking at the top of their voices. Doesn't make good for non-Cote d'Ivoire clients to go there to enjoy the meal at all.The plate set in front of me was unclean, with remnants of previous food on it.Food was tasteless and un-fresh. Worst cous-cous ever had in my life [and i have had many from many countries].Meat was over-fried and refired to an extreme rubber crisp. Not even teeth could penetrate; neither was there and gravy/sauce to make for a tender eating of the meal.Only gave it a 2-star due to the side dishes that were 'just OK' enough.Won't try this place again. It was a total MISS!"
16964,499,pwHlS9Ef4_x2YRlBeqfNVg,2022-05-03,3 star rating,"Caffe Bacio is a pretty standard cafe. clean, organized. good amount of seating inside and some seats outside. stopped here on a warm day--needed an iced coffee to cool down and as a pick-me-up. coffee was solid good. iced coffee, $3.25 + tax staff was efficient drops mic cuz iced coffee is chill energyi outzzz"
16966,501,pwHlS9Ef4_x2YRlBeqfNVg,2022-08-10,4 star rating,"Cute, clean and inviting little local coffee shop. It's not a Starbucks, but for the price, you can't beat it. Especially if you want a regular coffee or a simple latte. They have various coffee flavor options and numerous other drinks you can select from their menu, and they also sell bottled drinks. Bonus is that they have fresh and delicious baked goods! They have 2 tables inside, and 3-4 tables and a bench outside for when the weather is nice."
17005,540,o26zm7tZ6z-UA1H9dmOXJA,2023-03-26,1 star rating,"It is very dirty, floors are very dirty and sticky. There's loud music playing in the back through a small speaker and is very disturbing, no one wears gloves, and is in need of new and stricter management and better employees as many of them are unprofessional. Also the wings are extremely small and for an expensive price - look at the picture it's just skin, and this happens every time."
17005,540,o26zm7tZ6z-UA1H9dmOXJA,2023-03-26,1 star rating,"It is very dirty, floors are very dirty and sticky. There's loud music playing in the back through a small speaker and is very disturbing, no one wears gloves, and is in need of new and stricter management and better employees as many of them are unprofessional. Also the wings are extremely small and for an expensive price - look at the picture it's just skin, and this happens every time."
17008,543,o26zm7tZ6z-UA1H9dmOXJA,2022-10-26,4 star rating,"The wings are absolutely delicious and the seasoned fries are great when they're fresh & crispy. The ranch dressing is the best I've ever had. Period. However the staff at this place tends to be rude, so I've just started placing my order online for pickup. That way I have to deal with them the least amount possible. Also, I've never sat in the restaurant to eat, but have noticed they don't have a trash receptacle available for guests to use so it piles up on tables and at the drink station. Not very sanitary, especially on the heels on a pandemic. Get your wings for takeout or delivery and avoid the dining room altogether."
17008,543,o26zm7tZ6z-UA1H9dmOXJA,2022-10-26,4 star rating,"The wings are absolutely delicious and the seasoned fries are great when they're fresh & crispy. The ranch dressing is the best I've ever had. Period. However the staff at this place tends to be rude, so I've just started placing my order online for pickup. That way I have to deal with them the least amount possible. Also, I've never sat in the restaurant to eat, but have noticed they don't have a trash receptacle available for guests to use so it piles up on tables and at the drink station. Not very sanitary, especially on the heels on a pandemic. Get your wings for takeout or delivery and avoid the dining room altogether."
17025,560,1dNYcnZPJJKPI56an0AB4Q,2022-12-12,1 star rating,"My friend brought 5 cakes from this high end coffee shop to our lunch gathering today.  Everyone was excited to get one but very disappointing.  2 ladies had Mont Blanc aux marrons which was disappointing.  A good Mon tblanc tastes delicate and real marrons such as chest nuts.  I had 3 bites and it was nothing like the one I loved at Angelina Paris and Ginza Tokyo Japan. A waste of money. I had a cake with a red leaf decoration and white shreddered chocolate tasting like a fridge.  It was disgusting as I could tell the white chocolate is not fresh and absorbed the fridge taste(smell) as if I was eating a refrigerator.  I ate a few bites and could not finish.  I suggested I could bring them back to the store but the lady who bought them said she didn't want to go back as the store girls were arrogant.  I stopped by the shop to speak with a manager who was nice but I could tell the girls behind of the showcase are not sweetest as selling sweet, delicate bread and pastries.  $12 per cake. The coffee shop is chic and packed always.  It is sad that they sell cakes like these."
17026,561,1dNYcnZPJJKPI56an0AB4Q,2023-04-01,1 star rating,"Rude service. Ordered 6 single espressos for my group of friends and the cashier turns around and tells her co-worker ""don't worry, I gave them a dirty look"". When I look at her in disbelief belief she says ""oh haha, just kidding"". I'm taking my business elsewhere. Coffee shops in NYC are a dime a dozen. Expresso good enough to warrant the crummy service."
17029,564,1dNYcnZPJJKPI56an0AB4Q,2022-10-30,5 star rating,"Very cute cafe. The place is very clean, good seating. The bakery items are incredible and fresh. The service is very friendly."
17045,580,r2JVKalbucGf2nryywuL2w,2023-03-18,4 star rating,"I've seen Kopitiam's posts and other foodie influencers' posts on Instagram so I made this a stop during our visit to NYC. I had high expectations, which were not quite fully met. (I grew up in Singapore; flavors used in both and Indonesian cuisines are very similar so my base reference is very specific.) Restaurant decor was interesting and is ""kampung chic"". We arrived at around 5 on a Thursday afternoon so it was empty. There were signs on every table to to ""clear your own table"" and a bussing station/bins for diners to leave their dirty dishes. There were napkins and cutlery were on each table as well, much like some kopitiams are set up. We ordered nasi lemak, char kway teow, fishball noodles soup, belacan wings, lobak, and otak otak. The nasi lemak portion looked small but it was just nice. The nasi was lightly coconutty but it wasn't piping hot; the ikan bilis and peanuts were seasoned perfectly but not crispy or crunchy. The sambal on the side was really good but they gave a tiny portion, and additional sambal was an extra charge. The char kway teow had a nice wok hei flavor and it was cooked to order which was nice, but it was a small portion for the price. I only had a bite to sample since it's the hubby's dish. He liked it but thought it was over priced. Both hubby and kid liked the belacan wings. The lobak looked good but was dry and a tad bland. The kid's fishball noodles soup was bland. The otak had the right texture but it could use more umami. Overall, it was OK for me. Good enough to satisfy cravings that cannot be satisfied in Honolulu."
17055,590,r2JVKalbucGf2nryywuL2w,2023-03-18,4 star rating,"I've seen Kopitiam's posts and other foodie influencers' posts on Instagram so I made this a stop during our visit to NYC. I had high expectations, which were not quite fully met. (I grew up in Singapore; flavors used in both and Indonesian cuisines are very similar so my base reference is very specific.) Restaurant decor was interesting and is ""kampung chic"". We arrived at around 5 on a Thursday afternoon so it was empty. There were signs on every table to to ""clear your own table"" and a bussing station/bins for diners to leave their dirty dishes. There were napkins and cutlery were on each table as well, much like some kopitiams are set up. We ordered nasi lemak, char kway teow, fishball noodles soup, belacan wings, lobak, and otak otak. The nasi lemak portion looked small but it was just nice. The nasi was lightly coconutty but it wasn't piping hot; the ikan bilis and peanuts were seasoned perfectly but not crispy or crunchy. The sambal on the side was really good but they gave a tiny portion, and additional sambal was an extra charge. The char kway teow had a nice wok hei flavor and it was cooked to order which was nice, but it was a small portion for the price. I only had a bite to sample since it's the hubby's dish. He liked it but thought it was over priced. Both hubby and kid liked the belacan wings. The lobak looked good but was dry and a tad bland. The kid's fishball noodles soup was bland. The otak had the right texture but it could use more umami. Overall, it was OK for me. Good enough to satisfy cravings that cannot be satisfied in Honolulu."
17079,614,33WOD13M96fLh06VxzRHNQ,2022-01-08,3 star rating,"This place is a cute, updated, modern place. It's clean and pretty big if you want to dine in. The menu is pretty big and the food looks promising. However, it just did not deliver. The chicken was kind of cold, tasted a little old, and lacked flavor. It was missing the key elements of a good chicken tender. The chicken and fries were also extremely oily, which wasn't my favorite. The slaw was in a tiny container, but it was ok, because i didn't like it at all. I did also get a Buffalo chicken dog, that was probably the best thing. The milkshakes were good. The loaded fries were probably the best because the bacon tasted so good. Thoroughly disappointed thought.The service was great though. The cashier was so knowledgeable and friendly."
17093,628,AT8y2hH3zcALOhJPzb_hiw,2022-12-11,5 star rating,"Kiku Asian Bistro hits all of the right notes: it's affordable, tasty, clean, and well-managed. We go often for the fabulous lunch specials, the fresh sushi, and the reliably friendly and attentive service. It's a consistent go-to neighborhood spot that never disappoints."
17096,631,AT8y2hH3zcALOhJPzb_hiw,2022-05-14,5 star rating,"Their food is absolutely amazing. I ordered Chicken Teriyaki with a side of vegetable spring rolls and a strawberry lemonade (with alcohol of course lol) and for dessert, the fried banana with ice cream, and everything was delicious. The staff was extremely friendly and we didn't wait long for our food. Not too noisy but not too quiet, and they are extremely clean. Perfect place for a date night. Looking forward to going back again and again! Lol"
17107,642,liGIz8CzhyS1udx1aefjng,2022-09-25,4 star rating,"We came as a large group of 10 without a reservation on a Saturday and were able to be seated immediately by pushing some smaller tables together.  The service was very quick and efficient, and the restaurant was  clean. Even with such a large group, all of the dishes came out at the same time and very quickly after ordering which was impressive!  The menu is large so there are definitely options for everyone and all tastes.The summer rolls ($7) were somewhat loosely rolled and messily plated so they did not hold up well when eating.  The rolls were mostly fresh vegetables with a few mini shrimp in them.The pad woon sen with chicken was, again, not plated well but it had a good sized portion of chicken and was overall a filling portion size.  The dinner meal was only $13 which makes this restaurant a great and affordable spot."
